ID,Active users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per active user,Events per session,Engagement rate,Event count,Key events,Session key event rate,Income
0BZ4I,1,1,1,17,1,7,1,7,1,1,0
DVEAE,1,1,1,3,1,7,1,7,2,1,0
TZ5IT,1,2,1,348,1,3.5,0.5,7,2,1,0
6IW51,1,2,0,0,0,3.5,0,7,2,1,0
GG7RU,1,1,1,21,1,7,1,7,1,1,0
6HGY6,1,1,1,18,1,7,1,7,1,1,0
A7HJ0,1,2,1,16.5,1,3.5,0.5,7,2,1,0
VDQY4,1,2,1,0,1,3.5,0.5,7,2,1,0
8VTLJ,1,2,1,25,1,3.5,0.5,7,2,1,0
C3M1J,1,1,1,32,1,7,1,7,1,1,0
J8H6E,1,2,2,0,2,3.5,1,7,2,1,0
5SHLH,1,1,1,25,1,7,1,7,1,1,0
GLHE4,1,1,1,49,1,7,1,7,1,1,0
BSVDM,1,1,1,101,1,7,1,7,1,1,0
5LTGK,1,1,1,484,1,7,1,7,1,1,0
2T88F,1,1,1,116,1,7,1,7,1,1,0
G1X5P,1,1,1,20,1,7,1,7,1,1,0
U0J7S,1,1,1,56,1,7,1,7,1,1,0
DGW1T,1,1,1,0,1,7,1,7,4,1,0
55FH1,1,2,2,23.5,2,3.5,1,7,2,1,0
YDJ7G,1,3,1,8.666666667,1,2.333333333,0.333333333,7,3,1,0
2N09K,1,1,1,20,1,7,1,7,1,1,0
HNA4I,1,3,0,0,0,2.333333333,0,7,3,1,0
35AER,1,1,1,94,1,7,1,7,1,1,0
UHM6N,1,3,0,0,0,2.333333333,0,7,3,1,0
8W71V,1,1,1,55,1,7,1,7,1,1,0
ORJMZ,1,1,1,2,1,7,1,7,1,1,0
NYFHY,1,2,1,1,1,3.5,0.5,7,2,1,0
DWWF6,1,3,0,0,0,2.333333333,0,7,3,1,0
SX6ED,1,1,1,25,1,7,1,7,1,1,0
Y2N2P,1,1,1,73,1,7,1,7,1,1,0
7TMUO,1,1,0,0,0,7,0,7,1,1,0
LYVIB,1,2,1,0,1,3.5,0.5,7,2,1,0
479VC,1,1,1,43,1,7,1,7,1,1,0
YMCVF,1,1,1,28,1,7,1,7,1,1,0
FR5M2,1,2,1,10.5,1,3.5,0.5,7,2,1,0
TB0RV,1,1,1,102,1,7,1,7,1,1,0
VIFPN,1,3,0,0,0,2.333333333,0,7,3,1,0
GKZCL,1,2,1,93.5,1,3.5,0.5,7,2,1,0
5VO03,1,1,1,115,1,7,1,7,1,1,0
Y688M,1,1,1,9,1,7,1,7,1,1,0
2ZWXM,1,1,1,3,1,7,1,7,1,1,0
AZAG2,1,1,1,26,1,7,1,7,1,1,0
UHS24,1,1,1,79,1,7,1,7,1,1,0
KO37X,1,1,1,82,1,7,1,7,1,1,0
NDHNB,1,2,1,0,1,3.5,0.5,7,2,1,0
H0XMY,1,3,0,0,0,2.333333333,0,7,3,1,0
T0NK9,1,2,1,3,1,3.5,0.5,7,2,1,0
UBCOC,1,3,0,0,0,2.333333333,0,7,3,1,0
JPZ3G,1,3,0,0,0,2.333333333,0,7,3,1,0
2MMX2,1,3,0,0,0,2.333333333,0,7,3,1,0
5GE2W,1,3,0,0,0,2.333333333,0,7,3,1,0
LKBTL,1,1,1,0,1,7,1,7,1,1,0
NLKL4,1,1,1,0,1,7,1,7,1,1,0
FQO3K,1,2,1,0,1,3.5,0.5,7,2,1,0
LXYC4,1,3,0,0,0,2.333333333,0,7,3,1,0
56QAU,1,3,0,0,0,2.333333333,0,7,3,1,0
N8IWH,1,3,0,0,0,2.333333333,0,7,3,1,0
LWSJD,1,3,0,0,0,2.333333333,0,7,3,1,0
42QQ4,1,3,0,0,0,2.333333333,0,7,3,1,0
YEZAR,1,1,1,27,1,7,1,7,1,1,0
PHN8D,1,1,1,47,1,7,1,7,1,1,0
NDMJF,1,3,0,0,0,2.333333333,0,7,3,1,0
KHJ74,1,1,1,6,1,7,1,7,1,1,0
MRZEU,1,3,1,0,1,2.333333333,0.333333333,7,3,1,0
RQ18Z,1,2,1,1.5,1,3.5,0.5,7,2,1,0
20MY4,1,3,0,0,0,2.333333333,0,7,3,1,0
SAQG2,1,1,1,201,1,7,1,7,1,1,0
1Y3BT,1,1,1,84,1,7,1,7,1,1,0
AMCLF,1,3,0,0,0,2.333333333,0,7,3,1,0
ZLARC,1,1,1,15,1,7,1,7,1,1,0
UXF1H,1,1,1,74,1,7,1,7,1,1,0
WVFG7,1,1,1,11,1,7,1,7,1,1,0
48SAB,1,1,1,40,1,7,1,7,1,1,0
DETZR,1,1,1,4,1,7,1,7,2,1,0
M8SXL,1,3,1,0,1,2.333333333,0.333333333,7,3,1,0
T8P4U,1,1,1,33,1,7,1,7,2,1,0
U43TN,1,2,1,21,1,3.5,0.5,7,2,1,0
UNTPV,1,3,1,0,1,2.333333333,0.333333333,7,4,1,0
O4GT9,1,1,1,94,1,7,1,7,1,1,0
31B75,1,2,1,4,1,3.5,0.5,7,2,1,0
NWN9Y,1,1,1,51,1,7,1,7,1,1,0
R873T,1,1,1,23,1,7,1,7,1,1,0
JFURI,1,2,1,6.5,1,3.5,0.5,7,2,1,0
E584B,1,3,0,0,0,2.333333333,0,7,3,1,0
WNA5X,1,1,1,9,1,7,1,7,1,1,0
HRC29,1,1,1,10,1,7,1,7,2,1,0
D751I,1,1,1,8,1,7,1,7,1,1,0
TK8YF,1,1,1,27,1,7,1,7,1,1,0
XKO5L,1,1,1,77,1,7,1,7,1,1,0
9BQ3U,1,1,1,37,1,7,1,7,1,1,0
JL6VI,1,1,1,15,1,7,1,7,1,1,0
AOHYX,1,1,1,20,1,7,1,7,1,1,0
BA1PN,1,2,1,7.5,1,3.5,0.5,7,2,1,0
2WKK7,1,1,1,71,1,7,1,7,1,1,0
FNKYG,1,3,0,0,0,2.333333333,0,7,3,1,0
RBNS0,1,2,1,1,1,3.5,0.5,7,2,1,0
G47SB,1,2,1,3.5,1,3.5,0.5,7,2,1,0
V83NY,1,3,1,0,1,2.333333333,0.333333333,7,3,1,0
N689E,1,1,1,14,1,7,1,7,1,1,0
FA9G0,1,1,1,0,1,7,1,7,1,1,0
9JM5Z,1,1,1,3,1,6,1,6,1,1,0
Z3H47,1,1,0,8,0,6,0,6,1,1,0
5K8TT,1,1,1,90,1,6,1,6,1,1,0
QXN5I,1,1,1,65,1,6,1,6,1,1,0
24LMZ,1,1,1,51,1,6,1,6,1,1,0
148IX,1,2,1,14,1,3,0.5,6,2,1,0
9F46N,1,1,1,33,1,6,1,6,1,1,0
GGQD2,1,1,1,14,1,6,1,6,1,1,0
GIC8W,1,1,1,7,1,6,1,6,1,1,0
EYUW4,1,1,1,33,1,6,1,6,1,1,0
O9GYJ,1,2,2,23.5,2,3,1,6,2,1,0
L8CAW,1,1,1,67,1,6,1,6,1,1,0
2EA8D,1,2,2,28.5,2,3,1,6,2,1,0
JB39R,1,1,1,30,1,6,1,6,1,1,0
8I3KY,1,1,1,23,1,6,1,6,1,1,0
GTRGF,1,1,1,12,1,6,1,6,1,1,0
LLEEN,1,1,1,33,1,6,1,6,1,1,0
7U26F,1,1,1,36,1,6,1,6,1,1,0
V1HZ9,1,1,1,23,1,6,1,6,1,1,0
HK3HR,1,1,1,26,1,6,1,6,1,1,0
JJV17,1,1,1,28,1,6,1,6,1,1,0
G2PJI,1,1,1,18,1,6,1,6,1,1,0
X6DG1,1,1,1,38,1,6,1,6,1,1,0
D9ZUG,1,2,1,0,1,3,0.5,6,2,1,0
DLY33,1,1,1,21,1,6,1,6,1,1,0
HKC8S,1,2,1,1,1,3,0.5,6,2,1,0
7C9C9,1,1,1,0,1,6,1,6,1,1,0
F3J0U,1,1,1,24,1,6,1,6,1,1,0
PUGQY,1,1,1,6,1,6,1,6,1,1,0
WDJW5,1,1,1,82,1,6,1,6,2,1,0
I3A6F,1,1,1,0,1,6,1,6,2,1,0
8JUGY,1,1,1,0,1,6,1,6,1,1,0
0WP5K,1,1,1,7,1,6,1,6,1,1,0
3PJ8X,1,1,0,3,0,6,0,6,1,1,0
F3ANT,1,2,1,3.5,1,3,0.5,6,2,1,0
X2RNL,1,1,1,5,1,6,1,6,2,1,0
Y4B79,1,1,1,12,1,6,1,6,1,1,0
J2FQG,1,2,1,4.5,1,3,0.5,6,2,1,0
66ZMW,1,2,2,10.5,2,3,1,6,2,1,0
R245I,1,1,1,31,1,6,1,6,1,1,0
IWH74,1,1,1,102,1,6,1,6,1,1,0
HL5R9,1,1,1,6,1,6,1,6,1,1,0
GX7Q6,1,1,1,17,1,6,1,6,1,1,0
T7NDU,1,1,1,234,1,6,1,6,2,1,0
Z1PT5,1,1,1,10,1,6,1,6,1,1,0
W6OKM,1,3,0,0,0,2,0,6,3,1,0
A77XS,1,1,1,21,1,6,1,6,2,1,0
SIBBS,1,2,1,44,1,3,0.5,6,2,1,0
VBDHZ,1,1,1,5,1,6,1,6,1,1,0
JSM29,1,2,0,0,0,3,0,6,2,1,0
QSGUH,1,1,1,3,1,6,1,6,1,1,0
2YCBJ,1,2,0,1,0,3,0,6,2,1,0
THEO3,1,2,1,0,1,3,0.5,6,2,1,0
T7H5M,1,1,1,45,1,6,1,6,1,1,0
O4X8D,1,1,0,4,0,6,0,6,1,1,0
2HUS6,1,1,1,23,1,6,1,6,1,1,0
Y91SU,1,1,1,34,1,6,1,6,1,1,0
GXOGK,1,2,1,0,1,3,0.5,6,3,1,0
PC4EE,1,1,1,199,1,6,1,6,1,1,0
9FJCA,1,2,1,2,1,3,0.5,6,2,1,0
6JDWL,1,1,1,2,1,6,1,6,1,1,0
2WB55,1,1,1,13,1,6,1,6,1,1,0
YLYQP,1,2,2,1,2,3,1,6,2,1,0
MH04N,1,1,1,49,1,6,1,6,1,1,0
MB338,1,1,1,72,1,6,1,6,2,1,0
TFWO2,1,1,1,46,1,6,1,6,1,1,0
7DHAK,1,3,0,0,0,2,0,6,3,1,0
I8BQJ,1,1,1,49,1,6,1,6,2,1,0
J255Z,1,1,1,3,1,6,1,6,1,1,0
4OCEJ,1,2,1,0,1,3,0.5,6,2,1,0
47AJX,1,1,1,15,1,6,1,6,2,1,0
ZPCEV,1,1,1,20,1,6,1,6,1,1,0
IO0GX,1,2,1,0,1,3,0.5,6,2,1,0
7SMG5,1,2,0,0.5,0,3,0,6,2,1,0
KEI6W,1,2,2,0,2,3,1,6,2,1,0
D5NRF,1,2,1,0,1,3,0.5,6,2,1,0
U73II,1,1,1,0,1,6,1,6,1,1,0
VIWMR,1,1,1,8,1,6,1,6,1,1,0
1XRNS,1,2,1,11.5,1,3,0.5,6,2,1,0
TTJ53,1,1,1,4,1,6,1,6,2,1,0
EL8LR,1,1,1,22,1,6,1,6,1,1,0
QU70R,1,1,1,4,1,6,1,6,1,1,0
RVAIQ,1,2,0,0.5,0,3,0,6,2,1,0
TK9Q4,1,2,1,0,1,3,0.5,6,2,1,0
IA4B4,1,1,1,109,1,6,1,6,1,1,0
KCJ2S,1,2,1,3.5,1,3,0.5,6,2,1,0
TI5FF,1,1,0,0,0,6,0,6,1,1,0
KRGCK,1,1,1,26,1,6,1,6,1,1,0
GQJDV,1,1,1,393,1,6,1,6,1,1,0
5O1G5,1,1,0,0,0,6,0,6,1,1,0
3D0QS,1,1,1,35,1,6,1,6,1,1,0
O02UO,1,1,1,7,1,6,1,6,1,1,0
0MJ9B,1,1,1,575,1,6,1,6,1,1,0
RMLT4,1,1,1,114,1,6,1,6,1,1,0
6UVM0,1,1,1,0,1,6,1,6,1,1,0
Y1Q47,1,1,1,83,1,6,1,6,1,1,0
KC3A7,1,1,1,84,1,6,1,6,1,1,0
515JU,1,2,1,0,1,3,0.5,6,2,1,0
WHUGO,1,1,1,0,1,6,1,6,1,1,0
GSXDG,1,1,1,82,1,6,1,6,1,1,0
4M9KB,1,1,1,0,1,6,1,6,1,1,0
M73RC,1,1,1,37,1,6,1,6,1,1,0
CP6M6,1,1,1,5,1,6,1,6,1,1,0
GQAJH,1,2,1,0,1,3,0.5,6,2,1,0
8ZUKU,1,2,1,5,1,3,0.5,6,2,1,0
5OYG2,1,2,1,4,1,3,0.5,6,2,1,0
6SQ53,1,2,0,2.5,0,3,0,6,2,1,0
8D506,1,1,0,0,0,6,0,6,1,1,0
11GXJ,1,1,1,52,1,6,1,6,1,1,0
0RZ8E,1,1,1,27,1,6,1,6,1,1,0
POK9F,1,2,1,0.5,1,3,0.5,6,2,1,0
CGCEG,1,2,1,0,1,3,0.5,6,2,1,0
TLBT9,1,1,1,101,1,6,1,6,1,1,0
GY91M,1,1,1,67,1,6,1,6,1,1,0
KIP11,1,1,1,0,1,6,1,6,1,1,0
XR0C9,1,2,0,0,0,3,0,6,2,1,0
SG62N,1,1,1,20,1,6,1,6,1,1,0
8IDYF,1,1,1,0,1,6,1,6,2,1,0
8A1KX,1,2,1,40,1,3,0.5,6,2,1,0
QHEE8,1,1,1,0,1,6,1,6,1,1,0
CCECM,1,1,1,0,1,6,1,6,1,1,0
0TMZM,1,1,1,9,1,6,1,6,1,1,0
FQ5TH,1,1,1,54,1,6,1,6,1,1,0
FYBKA,1,2,0,0,0,3,0,6,2,1,0
B6HG6,1,2,1,0,1,3,0.5,6,2,1,0
M0U93,1,1,1,0,1,6,1,6,1,1,0
MY97X,1,1,1,19,1,6,1,6,1,1,0
IFTHX,1,2,1,0,1,3,0.5,6,2,1,0
DFBVE,1,2,1,0,1,3,0.5,6,2,1,0
VNW8D,1,1,1,4,1,6,1,6,1,1,0
CRMO2,1,2,1,1,1,3,0.5,6,2,1,0
R0ICU,1,1,1,0,1,6,1,6,1,1,0
AKD8Z,1,1,1,13,1,6,1,6,1,1,0
RAAEG,1,2,1,0,1,3,0.5,6,2,1,0
N0X3N,1,1,1,53,1,6,1,6,1,1,0
11O87,1,1,1,45,1,6,1,6,1,1,0
5ION3,1,1,1,42,1,6,1,6,1,1,0
IFXWI,1,1,1,20,1,6,1,6,1,1,0
NVZTK,1,1,1,12,1,6,1,6,1,1,0
DHUT2,1,1,1,0,1,6,1,6,2,1,0
7TGUF,1,2,1,0,1,3,0.5,6,2,1,0
EDUSP,1,1,1,89,1,6,1,6,1,1,0
PT7UV,1,1,1,28,1,6,1,6,1,1,0
RD5P0,1,1,0,0,0,6,0,6,1,1,0
ELA78,1,1,0,0,0,6,0,6,1,1,0
98XRJ,1,1,0,1,0,6,0,6,1,1,0
FCDPO,1,1,1,26,1,6,1,6,1,1,0
OWSFX,1,2,1,0.5,1,3,0.5,6,2,1,0
5W66C,1,2,1,0,1,3,0.5,6,2,1,0
F9IMM,1,1,0,0,0,6,0,6,1,1,0
GUL60,1,1,1,98,1,6,1,6,1,1,0
K7ZS0,1,2,1,0,1,3,0.5,6,3,1,0
M2YE7,1,1,1,1,1,6,1,6,1,1,0
TDOEM,1,1,1,7,1,6,1,6,1,1,0
0XN4S,1,3,0,0,0,2,0,6,3,1,0
GDO5T,1,3,0,0,0,2,0,6,3,1,0
8YQIE,1,1,1,6,1,6,1,6,1,1,0
6ZLH6,1,1,0,0,0,6,0,6,1,1,0
XE5C5,1,1,1,5,1,6,1,6,1,1,0
IV5XH,1,2,2,0,2,3,1,6,4,1,0
8KIGK,1,1,1,19,1,6,1,6,2,1,0
HH3W2,1,2,1,8.5,1,3,0.5,6,3,1,0
CSG1T,1,2,1,31.5,1,3,0.5,6,2,1,0
KVUHJ,1,2,1,1186,1,3,0.5,6,2,1,0
30EFP,1,1,1,11,1,6,1,6,1,1,0
DG4TK,1,1,1,6,1,6,1,6,1,1,0
PX6X3,1,2,0,0.5,0,3,0,6,2,1,0
442V2,1,2,1,6.5,1,3,0.5,6,2,1,0
TE6TG,1,2,1,27,1,3,0.5,6,2,1,0
KDAQB,1,1,1,30,1,6,1,6,1,1,0
HLJME,1,1,1,26,1,6,1,6,1,1,0
T28XZ,1,2,1,21.5,1,3,0.5,6,2,1,0
ZZOGY,1,1,1,8,1,6,1,6,1,1,0
2VL81,1,2,1,4.5,1,3,0.5,6,2,1,0
HL9XO,1,1,1,3,1,6,1,6,1,1,0
RAJ0Y,1,1,1,79,1,6,1,6,1,1,0
QL1Z9,1,2,0,3,0,3,0,6,2,1,0
CR5H0,1,2,1,0,1,3,0.5,6,2,1,0
WFS3Q,1,2,1,0.5,1,3,0.5,6,2,1,0
IAABL,1,2,1,6,1,3,0.5,6,2,1,0
PH5YB,1,1,1,6,1,6,1,6,1,1,0
8661E,1,1,0,0,0,6,0,6,1,1,0
3NTL2,1,2,0,0,0,2.5,0,5,2,1,0
QE1QD,1,2,0,0,0,2.5,0,5,2,1,0
YYF6T,1,1,1,45,1,5,1,5,1,1,0
2GLDH,1,1,1,10,1,5,1,5,1,1,0
QZW5S,1,1,1,28,1,5,1,5,1,1,0
W6M02,1,1,1,17,1,5,1,5,1,1,0
62GGB,1,1,1,67,1,5,1,5,1,1,0
OD7ZJ,1,1,1,21,1,5,1,5,1,1,0
IDGNZ,1,1,1,38,1,5,1,5,1,1,0
HG0XI,1,1,1,0,1,5,1,5,1,1,0
G02AU,1,1,1,26,1,5,1,5,1,1,0
E4BO8,1,1,1,0,1,5,1,5,3,1,0
O4WTI,1,1,1,23,1,5,1,5,1,1,0
SA9ZE,1,1,1,13,1,5,1,5,1,1,0
PP7OZ,1,1,1,25,1,5,1,5,1,1,0
YSW4H,1,1,1,24,1,5,1,5,1,1,0
NB3FS,1,1,1,37,1,5,1,5,1,1,0
M54B0,1,1,1,57,1,5,1,5,1,1,0
J4YKS,1,1,1,26,1,5,1,5,1,1,0
DX3QE,1,1,1,39,1,5,1,5,1,1,0
ZO7CY,1,1,1,13,1,5,1,5,1,1,0
FGUL8,1,1,1,26,1,5,1,5,1,1,0
FBKGH,1,1,1,43,1,5,1,5,1,1,0
X21SR,1,1,1,14,1,5,1,5,1,1,0
8H7FN,1,1,1,7,1,5,1,5,1,1,0
6B1YK,1,2,0,0,0,2.5,0,5,2,1,0
M5WOB,1,1,1,45,1,5,1,5,1,1,0
N91PX,1,1,1,46,1,5,1,5,1,1,0
1DO7K,1,1,1,14,1,5,1,5,1,1,0
F2N25,1,1,1,41,1,5,1,5,1,1,0
0V0G1,1,1,0,3,0,5,0,5,1,1,0
7YHXR,1,2,0,0,0,2.5,0,5,2,1,0
IVD55,1,2,0,0,0,2.5,0,5,2,1,0
IFTQX,1,1,1,0,1,5,1,5,1,1,0
RBL5G,1,1,0,6,0,5,0,5,1,1,0
O4TIK,1,1,1,142,1,5,1,5,1,1,0
EQDP5,1,1,1,24,1,5,1,5,1,1,0
MBCSQ,1,2,0,0,0,2.5,0,5,2,1,0
03T7G,1,1,1,1,1,5,1,5,1,1,0
0Z4N4,1,2,0,0,0,2.5,0,5,2,1,0
HUUHA,1,1,0,1,0,5,0,5,1,1,0
RBFWD,1,1,0,5,0,5,0,5,1,1,0
JFH2C,1,1,1,1,1,5,1,5,1,1,0
6QL01,1,2,0,0,0,2.5,0,5,2,1,0
AM8TY,1,1,0,5,0,5,0,5,1,1,0
PVFCD,1,2,0,0,0,2.5,0,5,2,1,0
QJ0CU,1,1,1,9,1,5,1,5,1,1,0
QK428,1,2,0,0,0,2.5,0,5,2,1,0
G0M05,1,1,1,8,1,5,1,5,1,1,0
EZIW7,1,1,1,0,1,5,1,5,1,1,0
MMQFT,1,2,0,0,0,2.5,0,5,2,1,0
U4HDV,1,1,0,5,0,5,0,5,1,1,0
XHZQP,1,1,1,8,1,5,1,5,1,1,0
O0D6I,1,2,0,0,0,2.5,0,5,2,1,0
VGLHQ,1,2,0,0,0,2.5,0,5,2,1,0
WP0SI,1,2,0,0,0,2.5,0,5,2,1,0
H0R92,1,1,0,3,0,5,0,5,1,1,0
JIXWE,1,1,1,7,1,5,1,5,1,1,0
RQEMX,1,1,1,45,1,5,1,5,1,1,0
A7M92,1,1,1,8,1,5,1,5,1,1,0
WUNJA,1,1,1,65,1,5,1,5,1,1,0
0P77U,1,1,1,26,1,5,1,5,1,1,0
Q1O6O,1,1,0,4,0,5,0,5,1,1,0
DZ5B6,1,1,1,3,1,5,1,5,1,1,0
MOR80,1,1,1,12,1,5,1,5,1,1,0
CNP9G,1,1,0,6,0,5,0,5,1,1,0
9V1JT,1,1,1,0,1,5,1,5,1,1,0
Z1SU9,1,1,1,10,1,5,1,5,1,1,0
VBGST,1,2,0,0,0,2.5,0,5,2,1,0
Q0MVM,1,1,1,28,1,5,1,5,1,1,0
TYTBM,1,1,1,5,1,5,1,5,2,1,0
QWFD5,1,1,1,29,1,5,1,5,1,1,0
J4GHI,1,1,1,173,1,5,1,5,1,1,0
A8D46,1,2,0,0,0,2.5,0,5,2,1,0
C9FUL,1,1,1,0,1,5,1,5,1,1,0
NMEGU,1,1,1,2,1,5,1,5,2,1,0
70A9H,1,1,1,4,1,5,1,5,2,1,0
ZIAVA,1,2,0,0,0,2.5,0,5,2,1,0
0EEQP,1,1,1,11,1,5,1,5,1,1,0
OV8XG,1,2,0,0,0,2.5,0,5,2,1,0
2NK6F,1,1,0,9,0,5,0,5,1,1,0
Q8HBK,1,1,0,4,0,5,0,5,1,1,0
QEOFL,1,1,1,0,1,5,1,5,1,1,0
HMSDK,1,2,0,0,0,2.5,0,5,2,1,0
KDXB1,1,1,1,35,1,5,1,5,1,1,0
ACLM5,1,1,1,2,1,5,1,5,2,1,0
C8WIH,1,2,0,0,0,2.5,0,5,2,1,0
QACST,1,1,1,36,1,5,1,5,1,1,0
N2SBN,1,1,1,39,1,5,1,5,1,1,0
AZI6Y,1,1,1,32,1,5,1,5,1,1,0
9QPK6,1,1,1,1,1,5,1,5,2,1,0
XZ5X5,1,1,1,21,1,5,1,5,1,1,0
46EJ0,1,1,1,34,1,5,1,5,1,1,0
BSW5B,1,2,0,0,0,2.5,0,5,2,1,0
5AAXW,1,2,0,0,0,2.5,0,5,2,1,0
8I886,1,1,0,4,0,5,0,5,1,1,0
FFJ3A,1,2,0,0,0,2.5,0,5,2,1,0
21NDQ,1,1,1,3,1,5,1,5,1,1,0
L2SDJ,1,2,0,0,0,2.5,0,5,2,1,0
N88OM,1,1,1,6,1,5,1,5,1,1,0
HT55S,1,1,1,25,1,5,1,5,1,1,0
CEKGZ,1,2,1,0,1,2.5,0.5,5,2,1,0
PM5GL,1,2,0,0,0,2.5,0,5,2,1,0
9XWT9,1,1,1,143,1,5,1,5,1,1,0
5UC51,1,1,1,408,1,5,1,5,1,1,0
CUPG4,1,1,0,4,0,5,0,5,1,1,0
12OU5,1,2,0,0,0,2.5,0,5,2,1,0
Y1SMR,1,1,1,50,1,5,1,5,1,1,0
MIRPJ,1,1,1,105,1,5,1,5,1,1,0
2F3JR,1,2,0,0,0,2.5,0,5,2,1,0
K1CAG,1,1,1,45,1,5,1,5,1,1,0
2CPOG,1,1,1,9,1,5,1,5,1,1,0
3B9I6,1,1,1,26,1,5,1,5,1,1,0
1UKKZ,1,1,1,12,1,5,1,5,1,1,0
8RJIN,1,2,0,0,0,2.5,0,5,2,1,0
GTPE2,1,2,0,0,0,2.5,0,5,2,1,0
7B6BB,1,1,1,7,1,5,1,5,1,1,0
YK2NX,1,1,1,29,1,5,1,5,1,1,0
GZP3D,1,2,1,16,1,2.5,0.5,5,2,1,0
V1AC5,1,2,0,0,0,2.5,0,5,2,1,0
72SRP,1,1,1,0,1,5,1,5,1,1,0
IE7I9,1,1,1,40,1,5,1,5,1,1,0
JLVOD,1,2,0,0,0,2.5,0,5,2,1,0
STFB4,1,1,1,0,1,5,1,5,2,1,0
KEQ10,1,1,1,4,1,5,1,5,1,1,0
WB9G8,1,1,1,20,1,5,1,5,1,1,0
Z72UE,1,1,1,52,1,5,1,5,1,1,0
PBFSL,1,1,1,9,1,5,1,5,1,1,0
JKCIK,1,2,0,0,0,2.5,0,5,2,1,0
PSTEF,1,1,1,8,1,5,1,5,1,1,0
XST8D,1,1,1,4,1,5,1,5,1,1,0
VKF4O,1,2,0,0,0,2.5,0,5,2,1,0
5CGE2,1,1,1,49,1,5,1,5,1,1,0
V9ARS,1,1,1,6,1,5,1,5,2,1,0
F4N2M,1,1,1,7,1,5,1,5,1,1,0
HTY3U,1,1,1,4,1,5,1,5,1,1,0
BQNH8,1,2,0,0,0,2.5,0,5,2,1,0
ANC10,1,1,1,10,1,5,1,5,1,1,0
RKNWC,1,1,1,42,1,5,1,5,1,1,0
DEH6I,1,1,1,74,1,5,1,5,1,1,0
9DOAX,1,1,1,81,1,5,1,5,1,1,0
TYJJ3,1,1,1,50,1,5,1,5,1,1,0
YLF3Q,1,1,1,155,1,5,1,5,1,1,0
ZLR3Z,1,1,1,49,1,5,1,5,2,1,0
D0ZJI,1,1,1,10,1,5,1,5,1,1,0
1XIG8,1,1,1,3,1,5,1,5,2,1,0
NOUIZ,1,1,1,6,1,5,1,5,2,1,0
AWEWN,1,2,0,0,0,2.5,0,5,2,1,0
JPD2F,1,2,0,0,0,2.5,0,5,2,1,0
NLZMF,1,2,0,0,0,2.5,0,5,2,1,0
3QGIS,1,1,1,15,1,5,1,5,2,1,0
DXFJ1,1,1,1,8,1,5,1,5,1,1,0
FPSN3,1,1,1,20,1,5,1,5,1,1,0
6SFNM,1,1,0,5,0,5,0,5,1,1,0
GAIR5,1,1,1,0,1,5,1,5,1,1,0
FQGV8,1,2,0,0,0,2.5,0,5,2,1,0
1QER6,1,1,1,0,1,5,1,5,1,1,0
FEJOY,1,1,1,0,1,5,1,5,1,1,0
X5RQ3,1,1,1,0,1,5,1,5,3,1,0
OGQZY,1,2,0,0,0,2.5,0,5,2,1,0
QI7CU,1,1,1,73,1,5,1,5,1,1,0
0I7WP,1,1,1,64,1,5,1,5,1,1,0
XREKM,1,2,0,0.5,0,2.5,0,5,2,1,0
HFPZ2,1,2,0,0,0,2.5,0,5,2,1,0
5J74V,1,3,2,2.666666667,2,1.666666667,0.666666667,5,0,0,0
TM8QR,1,2,0,0,0,2.5,0,5,2,1,0
3VKPB,1,1,1,29,1,5,1,5,1,1,0
05Y6P,1,1,1,51,1,5,1,5,1,1,0
89U11,1,1,1,0,1,5,1,5,1,1,0
PYLOK,1,2,0,0,0,2.5,0,5,2,1,0
PRFVB,1,2,0,0,0,2.5,0,5,2,1,0
6YVE1,1,1,1,9,1,5,1,5,1,1,0
CYTCB,1,1,1,0,1,5,1,5,1,1,0
L7HAN,1,1,1,16,1,5,1,5,1,1,0
3Y1N9,1,1,1,4,1,5,1,5,1,1,0
PE0M1,1,1,1,18,1,5,1,5,1,1,0
S1GVC,1,1,1,0,1,5,1,5,1,1,0
ZEQR9,1,1,1,137,1,5,1,5,1,1,0
3X8CH,1,1,1,25,1,5,1,5,1,1,0
B2S6Q,1,2,0,0,0,2.5,0,5,2,1,0
1MGT0,1,1,1,5,1,5,1,5,1,1,0
M6GUQ,1,2,0,0,0,2.5,0,5,2,1,0
CBSPO,1,2,0,0,0,2.5,0,5,2,1,0
7B7D3,1,1,1,81,1,5,1,5,1,1,0
3O677,1,2,0,0,0,2.5,0,5,2,1,0
2CY8L,1,1,1,0,1,5,1,5,1,1,0
1FY29,1,1,1,106,1,5,1,5,1,1,0
BXOAY,1,2,0,0,0,2.5,0,5,2,1,0
2B0XB,1,1,1,11,1,5,1,5,1,1,0
I7FKZ,1,1,1,9,1,5,1,5,2,1,0
6HCKG,1,1,1,72,1,5,1,5,1,1,0
6X11Q,1,2,0,0,0,2.5,0,5,2,1,0
ZS7KI,1,1,1,0,1,5,1,5,1,1,0
QBGWB,1,1,1,8,1,5,1,5,1,1,0
YC1MG,1,2,0,0,0,2.5,0,5,2,1,0
0X7D1,1,2,0,0,0,2.5,0,5,2,1,0
Z01WD,1,2,1,7.5,1,2.5,0.5,5,2,1,0
TKL9N,1,2,0,0,0,2.5,0,5,2,1,0
CYFTN,1,1,1,92,1,5,1,5,1,1,0
